Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Price,PER,EPS,MarketCap,EPS_Growth,PEG,Error,Links
092870,엑시콘,61.0,94.9,42.5,60.4,46.2,27650.0,,-206.0,3609.0,42.5531914893617,,,"<a href=""https://m.stock.naver.com/domestic/stock/092870/total"" target=""_blank"">Naver Mobile</a>"
086980,쇼박스,60.975,50.0,40.0,78.9,75.0,2790.0,,-135.0,1748.0,-163.43283582089552,,,"<a href=""https://m.stock.naver.com/domestic/stock/086980/total"" target=""_blank"">Naver Mobile</a>"
039610,화성밸브,60.975,50.0,55.0,91.0,47.9,8700.0,28.71,303.0,906.0,-47.45762711864407,,,"<a href=""https://m.stock.naver.com/domestic/stock/039610/total"" target=""_blank"">Naver Mobile</a>"
041520,이엘씨,60.949999999999996,83.3,43.1,73.8,43.6,7650.0,450.0,17.0,932.0,102.35294117647058,4.3965517241379315,,"<a href=""https://m.stock.naver.com/domestic/stock/041520/total"" target=""_blank"">Naver Mobile</a>"
900260,로스웰,60.900000000000006,50.0,56.7,64.7,72.2,1646.0,5.24,314.0,758.0,-100.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/900260/total"" target=""_blank"">Naver Mobile</a>"
137950,제이씨케미칼,60.9,50.0,45.6,69.5,78.5,3340.0,98.24,34.0,744.0,-89.70588235294117,,,"<a href=""https://m.stock.naver.com/domestic/stock/137950/total"" target=""_blank"">Naver Mobile</a>"
097780,에코볼트,60.875,64.8,42.5,61.2,75.0,792.0,,-305.0,536.0,-187.98283261802575,,,"<a href=""https://m.stock.naver.com/domestic/stock/097780/total"" target=""_blank"">Naver Mobile</a>"
281740,레이크머티리얼즈,60.85,63.1,65.6,67.8,46.9,23950.0,124.09,193.0,15742.0,-28.49162011173184,,,"<a href=""https://m.stock.naver.com/domestic/stock/281740/total"" target=""_blank"">Naver Mobile</a>"
089600,KT나스미디어,60.85,50.0,62.2,81.2,50.0,13690.0,,-1234.0,1584.0,-178.88888888888889,,,"<a href=""https://m.stock.naver.com/domestic/stock/089600/total"" target=""_blank"">Naver Mobile</a>"
454640,하나29호스팩,60.85,50.0,61.7,81.7,50.0,,,,,-66.66666666666666,,,"<a href=""https://m.stock.naver.com/domestic/stock/454640/total"" target=""_blank"">Naver Mobile</a>"
444530,심플랫폼,60.85,,40.0,81.7,,6860.0,,-1564.0,439.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/444530/total"" target=""_blank"">Naver Mobile</a>"
498390,한화플러스제5호스팩,60.85,,40.0,81.7,,2040.0,,-97.0,101.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/498390/total"" target=""_blank"">Naver Mobile</a>"
348210,넥스틴,60.849999999999994,50.0,70.3,73.1,50.0,75100.0,61.86,1214.0,7868.0,-58.306188925081436,,,"<a href=""https://m.stock.naver.com/domestic/stock/348210/total"" target=""_blank"">Naver Mobile</a>"
247660,나노씨엠에스,60.849999999999994,73.6,46.2,54.3,69.3,4975.0,,-1383.0,216.0,11.76470588235294,,,"<a href=""https://m.stock.naver.com/domestic/stock/247660/total"" target=""_blank"">Naver Mobile</a>"
089010,켐트로닉스,60.849999999999994,50.0,52.1,65.0,76.3,32500.0,37.53,866.0,5310.0,-34.68468468468468,,,"<a href=""https://m.stock.naver.com/domestic/stock/089010/total"" target=""_blank"">Naver Mobile</a>"
258830,세종메디칼,60.8,83.3,55.3,57.6,47.0,412.0,8.08,51.0,271.0,35.8974358974359,0.22508571428571428,,"<a href=""https://m.stock.naver.com/domestic/stock/258830/total"" target=""_blank"">Naver Mobile</a>"
131970,두산테스나,60.775,50.0,55.0,61.0,77.1,62700.0,,-721.0,12118.0,-129.14046121593293,,,"<a href=""https://m.stock.naver.com/domestic/stock/131970/total"" target=""_blank"">Naver Mobile</a>"
211270,AP위성,60.775,62.6,40.0,68.4,72.1,19030.0,,-15.0,2870.0,-101.0204081632653,,,"<a href=""https://m.stock.naver.com/domestic/stock/211270/total"" target=""_blank"">Naver Mobile</a>"
204630,스튜디오산타클로스,60.75,75.0,48.1,50.1,69.8,4650.0,,-5765.0,237.0,-130.70866141732282,,,"<a href=""https://m.stock.naver.com/domestic/stock/204630/total"" target=""_blank"">Naver Mobile</a>"
131400,이브이첨단소재,60.75,50.0,42.5,71.2,79.3,1739.0,,-416.0,1036.0,-586.1111111111111,,,"<a href=""https://m.stock.naver.com/domestic/stock/131400/total"" target=""_blank"">Naver Mobile</a>"
448830,미래에셋비전스팩3호,60.75,50.0,61.3,81.7,50.0,,,,,-66.66666666666666,,,"<a href=""https://m.stock.naver.com/domestic/stock/448830/total"" target=""_blank"">Naver Mobile</a>"
084990,헬릭스미스,60.725,83.3,42.5,61.2,55.9,6750.0,,-114.0,3111.0,89.42115768463074,,,"<a href=""https://m.stock.naver.com/domestic/stock/084990/total"" target=""_blank"">Naver Mobile</a>"
007390,네이처셀,60.724999999999994,83.3,42.5,67.8,49.3,23900.0,,-45.0,15400.0,43.13725490196079,,,"<a href=""https://m.stock.naver.com/domestic/stock/007390/total"" target=""_blank"">Naver Mobile</a>"
052900,KX하이텍,60.7,50.0,55.2,78.2,59.4,1333.0,14.65,91.0,871.0,-47.87234042553192,,,"<a href=""https://m.stock.naver.com/domestic/stock/052900/total"" target=""_blank"">Naver Mobile</a>"
131760,파인텍,60.675000000000004,50.0,42.5,65.8,84.4,747.0,,-93.0,324.0,-1433.3333333333335,,,"<a href=""https://m.stock.naver.com/domestic/stock/131760/total"" target=""_blank"">Naver Mobile</a>"
094860,네오리진,60.675000000000004,51.7,42.5,71.1,77.4,1523.0,,-306.0,382.0,0.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/094860/total"" target=""_blank"">Naver Mobile</a>"
005160,동국산업,60.675,50.0,40.0,74.4,78.3,2850.0,,-426.0,1546.0,-269.3430656934307,,,"<a href=""https://m.stock.naver.com/domestic/stock/005160/total"" target=""_blank"">Naver Mobile</a>"
289220,자이언트스텝,60.625,64.3,42.5,60.7,75.0,4095.0,,-1286.0,914.0,-36.36363636363637,,,"<a href=""https://m.stock.naver.com/domestic/stock/289220/total"" target=""_blank"">Naver Mobile</a>"
303030,지니틱스,60.625,50.0,42.5,70.8,79.2,660.0,,-124.0,245.0,-2150.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/303030/total"" target=""_blank"">Naver Mobile</a>"
082270,젬백스,60.625,80.8,42.5,46.3,72.9,41800.0,,-1459.0,17840.0,-12.007504690431519,,,"<a href=""https://m.stock.naver.com/domestic/stock/082270/total"" target=""_blank"">Naver Mobile</a>"
448760,IBKS제22호스팩,60.625,50.0,60.8,81.7,50.0,,,,,,,,"<a href=""https://m.stock.naver.com/domestic/stock/448760/total"" target=""_blank"">Naver Mobile</a>"
051490,나라엠앤디,60.6,66.7,51.6,70.2,53.9,3960.0,8.57,462.0,562.0,214.28571428571428,0.03999333333333334,,"<a href=""https://m.stock.naver.com/domestic/stock/051490/total"" target=""_blank"">Naver Mobile</a>"
037760,쎄니트,60.6,50.0,42.5,71.8,78.1,1828.0,,-156.0,618.0,-1160.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/037760/total"" target=""_blank"">Naver Mobile</a>"
123010,아이윈플러스,60.599999999999994,68.1,48.0,57.3,69.0,1211.0,,-338.0,395.0,-23.333333333333332,,,"<a href=""https://m.stock.naver.com/domestic/stock/123010/total"" target=""_blank"">Naver Mobile</a>"
322510,제이엘케이,60.574999999999996,76.9,40.0,58.8,66.6,7550.0,,-440.0,1927.0,11.29032258064516,,,"<a href=""https://m.stock.naver.com/domestic/stock/322510/total"" target=""_blank"">Naver Mobile</a>"
291230,엔피,60.56666666666666,75.0,40.0,66.7,,715.0,,-105.0,315.0,-1025.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/291230/total"" target=""_blank"">Naver Mobile</a>"
149950,아바텍,60.55,50.0,47.1,72.6,72.5,9830.0,65.53,150.0,1344.0,-79.46428571428571,,,"<a href=""https://m.stock.naver.com/domestic/stock/149950/total"" target=""_blank"">Naver Mobile</a>"
314130,지놈앤컴퍼니,60.525000000000006,87.5,42.5,63.9,48.2,7850.0,,-797.0,2739.0,21.910112359550563,,,"<a href=""https://m.stock.naver.com/domestic/stock/314130/total"" target=""_blank"">Naver Mobile</a>"
340360,다보링크,60.5,66.7,42.8,57.3,75.2,1571.0,,-96.0,801.0,-82.6086956521739,,,"<a href=""https://m.stock.naver.com/domestic/stock/340360/total"" target=""_blank"">Naver Mobile</a>"
002680,한탑,60.5,66.7,45.2,64.8,65.3,652.0,,-85.0,211.0,56.92307692307692,,,"<a href=""https://m.stock.naver.com/domestic/stock/002680/total"" target=""_blank"">Naver Mobile</a>"
079370,제우스,60.425,50.0,55.8,83.6,52.3,16840.0,40.68,414.0,5223.0,-57.42574257425742,,,"<a href=""https://m.stock.naver.com/domestic/stock/079370/total"" target=""_blank"">Naver Mobile</a>"
073490,이노와이어리스,60.425,50.0,42.5,79.6,69.6,35150.0,,-460.0,2673.0,-192.30769230769232,,,"<a href=""https://m.stock.naver.com/domestic/stock/073490/total"" target=""_blank"">Naver Mobile</a>"
377030,비트맥스,60.425,74.2,40.0,52.5,75.0,1232.0,,-2720.0,517.0,-430.7692307692308,,,"<a href=""https://m.stock.naver.com/domestic/stock/377030/total"" target=""_blank"">Naver Mobile</a>"
312610,에이에프더블류,60.425,53.7,42.5,73.8,71.7,1287.0,,-446.0,261.0,-66.66666666666666,,,"<a href=""https://m.stock.naver.com/domestic/stock/312610/total"" target=""_blank"">Naver Mobile</a>"
121800,비덴트,60.4,70.6,66.2,61.2,43.6,3320.0,2.84,1168.0,2563.0,1266.6666666666665,0.002242105263157895,,"<a href=""https://m.stock.naver.com/domestic/stock/121800/total"" target=""_blank"">Naver Mobile</a>"
066980,한성크린텍,60.35,50.0,51.6,44.2,95.6,1225.0,,-1267.0,636.0,-996.6666666666666,,,"<a href=""https://m.stock.naver.com/domestic/stock/066980/total"" target=""_blank"">Naver Mobile</a>"
453860,에이에스텍,60.300000000000004,50.0,55.3,89.0,46.9,15850.0,24.42,649.0,1021.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/453860/total"" target=""_blank"">Naver Mobile</a>"
105330,케이엔더블유,60.3,50.0,42.5,73.7,75.0,5400.0,,-73.0,867.0,-131.57894736842107,,,"<a href=""https://m.stock.naver.com/domestic/stock/105330/total"" target=""_blank"">Naver Mobile</a>"
060560,HC홈센타,60.25,50.0,42.5,70.4,78.1,706.0,,-26.0,896.0,-126.15384615384615,,,"<a href=""https://m.stock.naver.com/domestic/stock/060560/total"" target=""_blank"">Naver Mobile</a>"
073570,리튬포어스,60.24999999999999,83.3,42.5,76.1,39.1,748.0,,-130.0,450.0,98.03108808290155,,,"<a href=""https://m.stock.naver.com/domestic/stock/073570/total"" target=""_blank"">Naver Mobile</a>"
396300,세아메카닉스,60.224999999999994,50.0,45.2,72.0,73.7,4670.0,97.29,48.0,1237.0,-65.85365853658537,,,"<a href=""https://m.stock.naver.com/domestic/stock/396300/total"" target=""_blank"">Naver Mobile</a>"
138360,협진,60.2,82.4,47.6,60.8,50.0,2285.0,,-7.0,1759.0,-103.84615384615385,,,"<a href=""https://m.stock.naver.com/domestic/stock/138360/total"" target=""_blank"">Naver Mobile</a>"
021040,대호특수강,60.2,50.0,45.7,56.6,88.5,1262.0,,-477.0,274.0,-500.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/021040/total"" target=""_blank"">Naver Mobile</a>"
148780,비큐AI,60.175,50.0,43.1,82.0,65.6,1490.0,,-28.0,469.0,-550.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/148780/total"" target=""_blank"">Naver Mobile</a>"
311690,CJ 바이오사이언스,60.175,57.5,40.0,61.2,82.0,8590.0,,-2315.0,1122.0,-31.01851851851852,,,"<a href=""https://m.stock.naver.com/domestic/stock/311690/total"" target=""_blank"">Naver Mobile</a>"
351870,차이커뮤니케이션,60.166666666666664,,55.0,69.3,56.2,4530.0,174.23,26.0,506.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/351870/total"" target=""_blank"">Naver Mobile</a>"
418250,시큐레터,60.150000000000006,75.8,42.5,53.5,68.8,6550.0,,-1044.0,476.0,-1.3888888888888888,,,"<a href=""https://m.stock.naver.com/domestic/stock/418250/total"" target=""_blank"">Naver Mobile</a>"
126700,하이비젼시스템,60.150000000000006,50.0,51.0,85.4,54.2,18250.0,,-115.0,2727.0,-104.47368421052632,,,"<a href=""https://m.stock.naver.com/domestic/stock/126700/total"" target=""_blank"">Naver Mobile</a>"
212710,아이에스티이,60.1,,42.5,56.3,81.5,9150.0,,-168.0,880.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/212710/total"" target=""_blank"">Naver Mobile</a>"
096870,엘디티,60.05,66.7,54.7,74.3,44.5,2325.0,18.75,124.0,194.0,75.0,0.25,,"<a href=""https://m.stock.naver.com/domestic/stock/096870/total"" target=""_blank"">Naver Mobile</a>"
310870,디와이씨,60.025000000000006,65.2,53.1,70.3,51.5,1171.0,11.83,99.0,242.0,25.0,0.4732,,"<a href=""https://m.stock.naver.com/domestic/stock/310870/total"" target=""_blank"">Naver Mobile</a>"
417200,LS머트리얼즈,60.00000000000001,50.0,43.4,86.2,60.4,15980.0,1775.56,9.0,1811.0,-96.34146341463415,,,"<a href=""https://m.stock.naver.com/domestic/stock/417200/total"" target=""_blank"">Naver Mobile</a>"
474660,신한제12호스팩,60.0,,45.1,74.9,,2100.0,61.76,34.0,116.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/474660/total"" target=""_blank"">Naver Mobile</a>"
056360,코위버,60.0,61.2,47.8,81.0,50.0,4940.0,,-234.0,484.0,-160.5263157894737,,,"<a href=""https://m.stock.naver.com/domestic/stock/056360/total"" target=""_blank"">Naver Mobile</a>"
275630,에스에스알,59.974999999999994,51.3,42.5,70.4,75.7,2750.0,,-124.0,165.0,-163.63636363636365,,,"<a href=""https://m.stock.naver.com/domestic/stock/275630/total"" target=""_blank"">Naver Mobile</a>"
348080,큐라티스,59.95,78.3,42.5,36.6,82.4,1065.0,,-370.0,871.0,-6.167400881057269,,,"<a href=""https://m.stock.naver.com/domestic/stock/348080/total"" target=""_blank"">Naver Mobile</a>"
382900,범한퓨얼셀,59.87500000000001,74.0,44.7,82.4,38.4,30650.0,,-33.0,2685.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/382900/total"" target=""_blank"">Naver Mobile</a>"
032580,피델릭스,59.875,56.5,46.1,86.2,50.7,1120.0,,-128.0,371.0,-65.38461538461539,,,"<a href=""https://m.stock.naver.com/domestic/stock/032580/total"" target=""_blank"">Naver Mobile</a>"
039340,한국경제TV,59.833333333333336,50.0,47.9,81.6,,5530.0,32.34,171.0,1244.0,-51.21951219512195,,,"<a href=""https://m.stock.naver.com/domestic/stock/039340/total"" target=""_blank"">Naver Mobile</a>"
382150,온코크로스,59.825,66.7,40.0,57.6,75.0,7960.0,,-717.0,964.0,-42.3728813559322,,,"<a href=""https://m.stock.naver.com/domestic/stock/382150/total"" target=""_blank"">Naver Mobile</a>"
028080,휴맥스홀딩스,59.8,63.2,43.2,54.6,78.2,1697.0,,-2057.0,213.0,19.314641744548286,,,"<a href=""https://m.stock.naver.com/domestic/stock/028080/total"" target=""_blank"">Naver Mobile</a>"
317120,라닉스,59.775000000000006,86.9,40.0,48.9,63.3,2120.0,,-583.0,324.0,26.31578947368421,,,"<a href=""https://m.stock.naver.com/domestic/stock/317120/total"" target=""_blank"">Naver Mobile</a>"
377220,프롬바이오,59.775000000000006,65.1,42.5,56.2,75.3,1430.0,,-839.0,405.0,-37.7906976744186,,,"<a href=""https://m.stock.naver.com/domestic/stock/377220/total"" target=""_blank"">Naver Mobile</a>"
208370,셀바스헬스케어,59.724999999999994,62.1,54.5,77.3,45.0,4915.0,54.01,91.0,1265.0,9.523809523809524,5.67105,,"<a href=""https://m.stock.naver.com/domestic/stock/208370/total"" target=""_blank"">Naver Mobile</a>"
381620,제닉스,59.70000000000001,,40.0,67.7,71.4,12430.0,,-254.0,1631.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/381620/total"" target=""_blank"">Naver Mobile</a>"
007680,대원,59.7,83.3,42.5,69.7,43.3,4000.0,,-741.0,538.0,71.7948717948718,,,"<a href=""https://m.stock.naver.com/domestic/stock/007680/total"" target=""_blank"">Naver Mobile</a>"
079650,서산,59.675000000000004,51.8,40.0,80.0,66.9,1436.0,,-132.0,287.0,-258.8235294117647,,,"<a href=""https://m.stock.naver.com/domestic/stock/079650/total"" target=""_blank"">Naver Mobile</a>"
115160,휴맥스,59.650000000000006,61.1,43.3,56.0,78.2,766.0,,-1512.0,337.0,13.185378590078328,,,"<a href=""https://m.stock.naver.com/domestic/stock/115160/total"" target=""_blank"">Naver Mobile</a>"
285800,진영,59.625,51.6,42.5,71.5,72.9,1489.0,,-309.0,260.0,-440.00000000000006,,,"<a href=""https://m.stock.naver.com/domestic/stock/285800/total"" target=""_blank"">Naver Mobile</a>"
173940,에프엔씨엔터,59.6,66.7,42.5,43.1,86.1,3700.0,,-498.0,570.0,-75.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/173940/total"" target=""_blank"">Naver Mobile</a>"
394800,쓰리빌리언,59.56666666666666,,42.5,61.2,75.0,13840.0,,-230.0,4396.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/394800/total"" target=""_blank"">Naver Mobile</a>"
150840,인트로메딕,59.55,83.3,42.5,57.8,54.6,,,,,84.94623655913979,,,"<a href=""https://m.stock.naver.com/domestic/stock/150840/total"" target=""_blank"">Naver Mobile</a>"
321370,센서뷰,59.525000000000006,74.2,42.5,46.7,74.7,2860.0,,-458.0,1385.0,-7.2727272727272725,,,"<a href=""https://m.stock.naver.com/domestic/stock/321370/total"" target=""_blank"">Naver Mobile</a>"
052020,에스티큐브,59.525,73.8,40.0,61.2,63.1,8650.0,,-312.0,5881.0,15.546218487394958,,,"<a href=""https://m.stock.naver.com/domestic/stock/052020/total"" target=""_blank"">Naver Mobile</a>"
