Symbol,Name,TotalScore,Growth,Profitability,Stability,Momentum,Price,PER,EPS,MarketCap,EPS_Growth,PEG,Error,Links
036030,케이티알파,80.13541666666666,77.33333333333333,62.675000000000004,93.07499999999999,87.45833333333333,5020.0,5.98,840.0,2461.0,174.66666666666666,0.03423664122137405,,"<a href=""https://m.stock.naver.com/domestic/stock/036030/total"" target=""_blank"">Naver Mobile</a>"
032850,비트컴퓨터,80.12708333333333,67.04166666666667,80.62499999999999,97.59999999999998,75.24166666666667,5230.0,11.97,437.0,869.0,1.3888888888888888,8.618400000000001,,"<a href=""https://m.stock.naver.com/domestic/stock/032850/total"" target=""_blank"">Naver Mobile</a>"
352480,씨앤씨인터내셔널,80.1217803030303,84.64545454545454,70.01666666666667,91.39166666666667,74.43333333333334,34000.0,21.42,1587.0,4634.0,-58.00524934383202,,,"<a href=""https://m.stock.naver.com/domestic/stock/352480/total"" target=""_blank"">Naver Mobile</a>"
020710,시공테크,80.02083333333334,87.89999999999999,62.58333333333332,84.825,84.775,4170.0,3.26,1280.0,836.0,44.9438202247191,0.072535,,"<a href=""https://m.stock.naver.com/domestic/stock/020710/total"" target=""_blank"">Naver Mobile</a>"
211050,인카금융서비스,79.89305555555556,92.58888888888889,73.175,67.7,86.10833333333335,13990.0,10.48,1335.0,6892.0,17.869415807560138,0.5864769230769231,,"<a href=""https://m.stock.naver.com/domestic/stock/211050/total"" target=""_blank"">Naver Mobile</a>"
214430,아이쓰리시스템,79.89166666666667,89.89166666666667,73.61666666666666,98.39166666666665,57.666666666666664,115600.0,45.76,2526.0,8447.0,27.857142857142858,1.6426666666666665,,"<a href=""https://m.stock.naver.com/domestic/stock/214430/total"" target=""_blank"">Naver Mobile</a>"
285490,노바텍,79.84166666666667,57.166666666666664,88.64166666666667,91.25,82.30833333333332,26000.0,15.26,1704.0,2750.0,4.022988505747127,3.7931999999999997,,"<a href=""https://m.stock.naver.com/domestic/stock/285490/total"" target=""_blank"">Naver Mobile</a>"
083450,GST,79.68125,72.41666666666669,79.08333333333333,97.03333333333335,70.19166666666668,28550.0,12.36,2309.0,5262.0,-8.76068376068376,,,"<a href=""https://m.stock.naver.com/domestic/stock/083450/total"" target=""_blank"">Naver Mobile</a>"
051390,YW,79.53958333333334,72.15833333333333,77.575,90.03333333333335,78.39166666666665,3950.0,10.26,385.0,449.0,-6.382978723404255,,,"<a href=""https://m.stock.naver.com/domestic/stock/051390/total"" target=""_blank"">Naver Mobile</a>"
036190,금화피에스시,79.38749999999999,82.14166666666665,71.31666666666668,96.55833333333334,67.53333333333333,33850.0,7.03,4816.0,2031.0,-34.31818181818182,,,"<a href=""https://m.stock.naver.com/domestic/stock/036190/total"" target=""_blank"">Naver Mobile</a>"
123410,코리아에프티,79.35416666666667,94.01666666666667,61.35833333333333,79.67500000000003,82.36666666666666,8260.0,4.94,1673.0,2300.0,37.8698224852071,0.13044687500000002,,"<a href=""https://m.stock.naver.com/domestic/stock/123410/total"" target=""_blank"">Naver Mobile</a>"
098120,마이크로컨텍솔,79.32499999999999,71.09166666666665,76.05000000000001,94.79166666666664,75.36666666666666,25650.0,13.55,1893.0,2132.0,198.11320754716982,0.06839523809523809,,"<a href=""https://m.stock.naver.com/domestic/stock/098120/total"" target=""_blank"">Naver Mobile</a>"
058630,엠게임,79.27916666666667,69.15833333333333,87.30833333333334,86.54166666666669,74.10833333333335,5720.0,6.49,882.0,1098.0,-4.945054945054945,,,"<a href=""https://m.stock.naver.com/domestic/stock/058630/total"" target=""_blank"">Naver Mobile</a>"
383310,에코프로에이치엔,79.2657196969697,64.65454545454546,75.84166666666667,91.88333333333334,84.68333333333334,34600.0,41.69,830.0,7257.0,-18.226600985221676,,,"<a href=""https://m.stock.naver.com/domestic/stock/383310/total"" target=""_blank"">Naver Mobile</a>"
101160,월덱스,79.24166666666665,78.23333333333333,84.175,98.77499999999998,55.783333333333324,26550.0,14.64,1813.0,4384.0,-42.72030651340996,,,"<a href=""https://m.stock.naver.com/domestic/stock/101160/total"" target=""_blank"">Naver Mobile</a>"
071200,인피니트헬스케어,79.13333333333334,77.94166666666668,76.71666666666667,85.05,76.825,6650.0,4.4,1510.0,1622.0,23.411371237458194,0.18794285714285716,,"<a href=""https://m.stock.naver.com/domestic/stock/071200/total"" target=""_blank"">Naver Mobile</a>"
179290,엠아이텍,79.025,78.54166666666667,96.30000000000001,94.21666666666665,47.041666666666664,7230.0,12.49,579.0,2340.0,11.976047904191617,1.042915,,"<a href=""https://m.stock.naver.com/domestic/stock/179290/total"" target=""_blank"">Naver Mobile</a>"
208140,정다운,79.01041666666666,68.34166666666667,73.05,87.69166666666665,86.95833333333333,2615.0,12.88,203.0,855.0,-64.32432432432432,,,"<a href=""https://m.stock.naver.com/domestic/stock/208140/total"" target=""_blank"">Naver Mobile</a>"
183300,코미코,78.99791666666667,79.23333333333333,75.51666666666667,83.85000000000001,77.39166666666667,106300.0,19.26,5519.0,11120.0,23.29059829059829,0.8269431192660551,,"<a href=""https://m.stock.naver.com/domestic/stock/183300/total"" target=""_blank"">Naver Mobile</a>"
357780,솔브레인,78.96666666666667,58.04166666666668,78.64166666666665,98.75833333333331,80.42500000000003,398000.0,45.97,8658.0,3959.0,-52.73492286115007,,,"<a href=""https://m.stock.naver.com/domestic/stock/357780/total"" target=""_blank"">Naver Mobile</a>"
064850,에프앤가이드,78.89375,76.61666666666666,84.55,83.21666666666667,71.19166666666668,14600.0,21.82,669.0,1666.0,32.758620689655174,0.6660842105263157,,"<a href=""https://m.stock.naver.com/domestic/stock/064850/total"" target=""_blank"">Naver Mobile</a>"
263720,디앤씨미디어,78.88541666666667,73.76666666666667,70.31666666666666,95.10833333333333,76.35000000000001,12710.0,15.33,829.0,1578.0,1.9230769230769231,7.9716,,"<a href=""https://m.stock.naver.com/domestic/stock/263720/total"" target=""_blank"">Naver Mobile</a>"
093320,케이아이엔엑스,78.86458333333334,70.75000000000001,79.45,97.34166666666665,67.91666666666666,124400.0,37.09,3354.0,6071.0,-8.88888888888889,,,"<a href=""https://m.stock.naver.com/domestic/stock/093320/total"" target=""_blank"">Naver Mobile</a>"
